"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"12",572033,"Josh Phegley","1283","0.9","1.000","3.000","null","4.000","1.993","1.007","0.580","12","12","99.2","28.6","2343","90.0","89.48","0","12","0","-0.5","5.89","97","149","119","143","298","324","291"
"12",516416,"Jean Segura","2232","0.5","1.000","3.000","null","4.000","1.989","1.135","0.639","12","12","101.2","29.6","2169","86.3","85.88","0","12","0","-0.4","6.02","108","145","106","145","302","323","287"
"12",657077,"Alex Verdugo","1468","0.8","1.000","3.000","null","4.000","1.993","1.258","0.712","12","12","101.8","26.1","2233","89.8","89.49","0","12","0","-0.3","5.88","119","153","110","152","297","324","304"
"11",578428,"Jose Iglesias","1936","0.6","1.000","3.000","null","4.000","1.988","1.077","0.596","11","11","100.5","29.9","2330","87.3","86.99","0","11","0","-0.3","5.98","106","149","108","145","296","313","277"
"11",642086,"Dominic Smith","767","1.4","1.000","3.000","null","4.000","1.993","1.281","0.705","11","11","101.9","27.8","2386","87.8","87.29","0","11","0","-0.5","5.93","122","158","120","154","297","324","304"
"11",623912,"Harold Ramirez","1670","0.7","1.000","3.000","null","4.000","1.993","1.286","0.755","11","11","103.0","24.7","2305","91.1","90.82","0","11","0","-0.3","6.04","115","153","116","149","309","322","285"
"11",664023,"Ian Happ","634","1.7","1.000","3.000","null","4.000","1.993","1.533","0.835","11","11","103.5","26.7","2138","88.4","88.26","0","11","0","-0.1","6.13","106","144","116","148","297","324","304"
"11",592444,"JaCoby Jones","1306","0.8","1.000","3.000","null","4.000","1.993","1.417","0.850","11","11","106.0","24.0","2297","88.8","88.46","0","11","0","-0.3","5.98","107","149","109","144","305","326","283"
"11",501896,"David Freese","780","1.4","1.000","3.000","null","4.000","1.993","1.383","0.757","11","11","103.7","29.3","2097","87.4","86.76","0","11","0","-0.6","5.73","109","150","120","147","303","321","290"
"11",543939,"Kolten Wong","2137","0.5","1.000","3.000","null","4.000","1.993","1.145","0.642","11","11","100.5","28.5","2268","88.6","88.17","0","11","0","-0.4","5.86","112","146","123","149","294","322","301"
"11",456715,"Lorenzo Cain","2519","0.4","1.000","3.000","null","4.000","1.993","1.347","0.785","11","11","103.8","25.4","2243","88.0","87.61","0","11","0","-0.4","5.96","114","153","115","148","307","321","292"
"11",425877,"Yadier Molina","1725","0.6","1.000","3.000","null","4.000","1.993","1.290","0.694","11","11","101.6","30.2","2244","90.8","91.65","0","11","0","0.9","6.23","110","152","117","147","305","318","294"
"11",446308,"Matt Wieters","777","1.4","1.000","3.000","null","4.000","1.993","1.039","0.582","11","11","100.5","30.8","2438","87.5","87.44","0","11","0","-0.1","6.18","113","158","131","151","298","321","302"
"11",543063,"Brandon Crawford","2179","0.5","1.000","3.000","null","4.000","1.993","1.359","0.744","11","11","101.6","27.9","2228","91.3","90.72","0","11","0","-0.6","5.85","121","150","111","151","300","328","312"
"11",605170,"Victor Caratini","1110","1.0","1.000","3.000","null","4.000","1.993","1.476","0.817","11","11","105.4","27.1","2478","89.8","89.43","0","11","0","-0.4","5.95","122","153","117","152","297","318","298"
"11",452095,"Tyler Flowers","1240","0.9","1.000","3.000","null","4.000","1.988","1.546","0.848","11","11","106.1","26.3","2373","90.5","90.72","0","11","0","0.2","6.25","113","155","121","149","311","323","294"
"11",595978,"Austin Hedges","1373","0.8","1.000","3.000","null","4.000","1.993","1.359","0.784","11","11","103.8","25.1","2348","89.0","89.08","0","11","0","0.1","6.20","104","149","118","143","305","324","297"
"11",571466,"Tucker Barnhart","1413","0.8","1.000","3.000","null","4.000","1.993","0.945","0.556","11","11","99.7","28.4","2232","90.3","90.03","0","11","0","-0.3","6.05","118","151","109","150","292","317","296"
"11",666182,"Bo Bichette","889","1.2","1.000","3.000","null","4.000","1.993","1.353","0.742","11","11","103.6","29.4","2229","85.4","84.75","0","11","0","-0.7","5.82","108","155","119","147","300","324","289"
"11",669242,"Tommy Edman","1513","0.7","1.000","3.000","null","4.000","1.993","1.191","0.656","11","11","101.0","30.1","2361","90.8","90.56","0","11","0","-0.2","6.11","110","149","111","148","296","318","296"
"11",594807,"Adam Duvall","577","1.9","1.000","3.000","null","4.000","1.993","1.693","0.886","11","11","107.3","30.0","2135","92.5","92.18","0","11","0","-0.3","6.01","108","154","121","148","306","329","297"
"11",623520,"David Bote","1435","0.8","1.000","3.000","null","4.000","1.993","1.238","0.713","11","11","103.7","25.7","2102","89.3","88.82","0","11","0","-0.5","5.95","112","151","117","147","304","324","298"
"10",624428,"Adam Frazier","2302","0.4","1.000","3.000","null","4.000","1.988","1.092","0.592","10","10","100.8","32.1","2278","91.1","91.35","0","10","0","0.2","6.25","115","148","97","149","287","316","302"
"10",621514,"Christin Stewart","1633","0.6","1.000","3.000","null","4.000","1.993","1.481","0.781","10","10","104.8","31.3","2108","90.1","90.23","0","10","0","0.1","6.22","116","152","134","151","289","320","297"
"10",519390,"Stephen Vogt","1121","0.9","1.000","3.000","null","4.000","1.993","1.467","0.773","10","10","104.5","30.0","2348","92.2","91.97","0","10","0","-0.2","5.99","109","154","117","152","293","328","305"
"10",571980,"Tyler Naquin","1094","0.9","1.000","3.000","null","4.000","1.993","1.642","0.875","10","10","105.2","26.6","2208","87.5","87.65","0","10","0","0.2","6.16","116","148","111","150","288","323","306"
"10",592859,"Stevie Wilkerson","1478","0.7","1.000","3.000","null","4.000","1.993","0.978","0.584","10","10","99.3","26.6","2365","89.2","88.86","0","10","0","-0.3","6.00","110","146","114","149","285","321","293"
"10",591741,"Jose Osuna","1053","0.9","1.000","3.000","null","4.000","1.993","1.443","0.782","10","10","103.4","28.4","2182","90.6","90.63","0","10","0","0.0","6.18","105","146","115","141","308","324","293"
"10",621439,"Byron Buxton","1031","1.0","1.000","3.000","null","4.000","1.993","1.543","0.801","10","10","104.8","31.3","2314","87.5","87.16","0","10","0","-0.3","5.96","96","147","102","142","300","320","288"
"10",628356,"Jung Ho Kang","719","1.4","1.000","3.000","null","4.000","1.993","1.671","0.883","10","10","107.4","28.9","2063","86.7","86.18","0","10","0","-0.5","5.78","108","153","116","147","300","326","296"
"10",545350,"Jake Marisnick","1314","0.8","1.000","3.000","null","4.000","1.988","1.196","0.640","10","10","103.6","30.0","2178","86.7","86.23","0","10","0","-0.5","6.07","100","151","110","145","290","325","285"
"10",500874,"Jose Martinez","1643","0.6","1.000","3.000","null","4.000","1.993","1.555","0.839","10","10","104.5","27.3","2080","87.6","87.41","0","10","0","-0.2","6.01","110","152","120","147","307","325","289"
"10",457705,"Andrew McCutchen","1165","0.9","1.000","3.000","null","4.000","1.993","1.429","0.782","10","10","103.2","27.5","2349","89.7","89.50","0","10","0","-0.2","6.02","110","149","114","144","298","322","293"
"10",608597,"Ronald Guzman","1224","0.8","1.000","3.000","null","4.000","1.988","1.713","0.919","10","10","106.6","27.0","2262","87.8","86.86","0","10","0","-0.9","5.67","112","154","118","147","286","320","304"
"10",475174,"Yonder Alonso","1370","0.7","1.000","3.000","null","4.000","1.993","1.309","0.753","10","10","103.7","25.9","2255","89.9","89.68","0","10","0","-0.2","6.11","108","162","134","150","295","325","302"
"10",543592,"Austin Nola","1049","1.0","1.000","3.000","null","4.000","1.988","1.009","0.590","10","10","99.8","27.3","2310","87.5","86.82","0","10","0","-0.7","5.84","109","153","120","150","299","322","288"
"9",474568,"Jordy Mercer","1081","0.8","1.000","3.000","null","4.000","1.993","1.302","0.738","9","9","101.7","27.3","2245","89.2","88.45","0","9","0","-0.7","5.75","108","152","114","148","298","323","284"
"9",609275,"Adalberto Mondesi","1610","0.6","1.000","3.000","null","4.000","1.993","1.517","0.813","9","9","104.5","27.9","2142","89.2","88.51","0","9","0","-0.7","5.90","98","149","93","147","289","315","298"
"9",607461,"Matt Beaty","1005","0.9","1.000","3.000","null","4.000","1.993","1.259","0.761","9","9","104.6","25.1","2079","88.7","88.58","0","9","0","-0.1","6.12","115","149","114","155","298","321","302"
"9",488671,"Alex Avila","857","1.1","1.000","3.000","null","4.000","1.993","1.365","0.736","9","9","102.7","30.9","2174","89.3","88.95","0","9","0","-0.4","6.00","120","167","140","154","297","326","308"
"9",467827,"Gerardo Parra","1104","0.8","1.000","3.000","null","4.000","1.993","1.221","0.673","9","9","101.4","29.5","2191","92.0","92.20","0","9","0","0.2","6.31","118","147","112","152","282","315","302"
"9",527038,"Wilmer Flores","1105","0.8","1.000","3.000","null","4.000","1.993","1.183","0.680","9","9","101.5","27.8","2281","88.8","88.82","0","9","0","0.0","6.23","110","152","118","147","304","328","298"
"9",572287,"Mike Zunino","1189","0.8","1.000","3.000","null","4.000","1.993","1.710","0.894","9","9","106.8","29.6","2305","86.6","85.75","0","9","0","-0.8","5.74","100","152","119","144","303","327","295"
"9",596144,"Cheslor Cuthbert","1287","0.7","1.000","3.000","null","4.000","1.993","1.297","0.760","9","9","102.6","24.2","2086","86.2","85.86","0","9","0","-0.3","5.77","109","150","121","147","298","326","288"
"9",664238,"Dylan Moore","1162","0.8","1.000","3.000","null","4.000","1.993","1.357","0.751","9","9","103.0","28.7","2287","89.3","89.09","0","9","0","-0.2","5.98","114","153","113","148","302","314","276"
"9",435079,"Ian Kinsler","1082","0.8","1.000","3.000","null","4.000","1.993","0.877","0.495","9","9","98.0","28.7","2306","88.3","87.87","0","9","0","-0.4","6.00","112","154","109","146","303","323","292"
"9",455976,"Nick Markakis","1963","0.5","1.000","3.000","null","4.000","1.993","1.272","0.735","9","9","102.4","25.7","2358","92.4","92.74","0","9","0","0.3","6.27","120","148","121","153","295","321","310"
"9",571657,"Kyle Farmer","826","1.1","1.000","3.000","null","4.000","1.993","1.118","0.591","9","9","100.0","30.7","2379","85.0","84.69","0","9","0","-0.3","5.97","111","150","116","145","301","317","289"
"9",606132,"Raimel Tapia","1620","0.6","1.000","3.000","null","4.000","1.993","1.195","0.657","9","9","100.3","29.3","2386","82.0","81.31","0","9","0","-0.7","5.61","110","151","108","150","298","323","312"
"9",649557,"Aledmys Diaz","943","1.0","1.000","3.000","null","4.000","1.993","1.057","0.634","9","9","102.1","25.8","2291","88.8","88.06","0","9","0","-0.7","6.01","108","151","120","146","293","324","292"
"9",608365,"Addison Russell","944","1.0","1.000","3.000","null","4.000","1.993","1.185","0.702","9","9","101.4","26.0","2281","87.8","87.78","0","9","0","0.0","6.12","110","151","117","145","295","320","287"
"9",592122,"Tyler Austin","788","1.1","1.000","3.000","null","4.000","1.993","1.522","0.793","9","9","106.0","33.1","2154","90.6","90.35","0","9","0","-0.3","5.95","113","152","119","147","308","324","297"
"9",547982,"Leonys Martin","1023","0.9","1.000","3.000","null","4.000","1.993","1.565","0.836","9","9","104.6","28.1","2273","90.8","90.70","0","9","0","-0.1","6.18","113","146","97","144","290","326","298"
"9",588751,"Adeiny Hechavarria","829","1.1","1.000","3.000","null","4.000","1.993","1.117","0.629","9","9","100.8","28.1","2224","84.3","83.45","0","9","0","-0.8","5.77","106","151","116","148","299","316","281"
"8",642336,"Francisco Mejia","902","0.9","1.000","3.000","null","4.000","1.993","1.225","0.673","8","8","101.8","29.1","2292","87.5","86.45","0","8","0","-1.1","5.54","117","145","113","149","296","321","295"
"8",519222,"Austin Romine","871","0.9","1.000","3.000","null","4.000","1.993","1.458","0.828","8","8","104.8","24.1","2016","87.2","86.54","0","8","0","-0.7","5.67","108","153","120","148","297","319","287"
"8",643393,"Tony Kemp","1005","0.8","1.000","3.000","null","4.000","1.993","0.480","0.292","8","8","96.4","31.9","2263","90.2","89.61","0","8","0","-0.6","6.02","104","138","102","145","276","314","295"
"8",647304,"Josh Naylor","1154","0.7","1.000","3.000","null","4.000","1.993","1.362","0.805","8","8","104.5","23.7","2403","92.1","91.89","0","8","0","-0.2","5.93","114","158","128","155","292","323","307"
"8",544725,"Leury Garcia","2163","0.4","1.000","3.000","null","4.000","1.993","1.467","0.797","8","8","102.8","27.0","2231","85.8","85.69","0","8","0","-0.1","6.14","103","149","94","146","285","317","296"
"8",541650,"Hernan Perez","932","0.9","1.000","3.000","null","4.000","1.993","1.026","0.640","8","8","101.5","25.5","2208","86.4","86.19","0","8","0","-0.2","6.02","105","150","112","148","304","322","291"
"8",475582,"Ryan Zimmerman","982","0.8","1.000","3.000","null","4.000","1.993","1.436","0.760","8","8","104.3","29.2","2325","89.5","89.01","0","8","0","-0.5","5.98","108","152","119","149","307","319","292"
"8",642165,"Josh VanMeter","1069","0.7","1.000","3.000","null","4.000","1.993","1.217","0.666","8","8","101.9","29.0","2239","92.2","91.44","0","8","0","-0.8","5.80","120","152","113","152","296","321","302"
"8",435522,"Neil Walker","1502","0.5","1.000","3.000","null","4.000","1.993","1.336","0.733","8","8","102.5","29.9","2254","88.2","88.12","0","8","0","-0.1","6.23","114","156","124","152","301","321","297"
"8",642082,"Chance Sisco","853","0.9","1.000","3.000","null","4.000","1.993","1.234","0.669","8","8","102.5","30.4","2422","89.4","89.05","0","8","0","-0.4","6.04","109","158","132","154","290","324","307"
"8",595909,"Jake Cave","939","0.9","1.000","3.000","null","4.000","1.993","1.448","0.766","8","8","102.4","28.6","2264","88.4","88.27","0","8","0","-0.1","5.95","116","148","121","152","289","321","305"
"8",641658,"Garrett Hampson","1335","0.6","1.000","3.000","null","4.000","1.993","1.207","0.684","8","8","100.7","27.5","2190","88.5","88.70","0","8","0","0.2","6.19","108","153","110","147","302","316","287"
"8",518960,"Jonathan Lucroy","1351","0.6","1.000","3.000","null","4.000","1.993","1.578","0.869","8","8","104.3","25.8","2182","88.2","87.25","0","8","0","-0.9","5.75","101","151","117","146","303","320","286"
"8",592200,"Curt Casali","962","0.8","1.000","3.000","null","4.000","1.993","1.009","0.546","8","8","100.2","31.6","2235","85.3","84.72","0","8","0","-0.6","5.69","109","152","118","146","301","322","294"
"8",600869,"Jeimer Candelario","1619","0.5","1.000","3.000","null","4.000","1.993","1.307","0.738","8","8","104.9","27.2","2217","86.3","85.92","0","8","0","-0.4","5.94","109","147","122","149","291","323","293"
"8",571506,"Justin Bour","725","1.1","1.000","3.000","null","4.000","1.993","1.502","0.832","8","8","105.6","27.0","2083","89.8","89.07","0","8","0","-0.7","5.78","114","166","124","152","296","327","304"
"8",642136,"Matt Thaiss","711","1.1","1.000","3.000","null","4.000","1.993","0.888","0.512","8","8","101.1","32.1","2397","91.2","90.57","0","8","0","-0.6","5.86","108","163","129","147","299","318","296"
"8",607043,"Brandon Nimmo","1086","0.7","1.000","3.000","null","4.000","1.986","1.083","0.631","8","8","100.9","28.1","2144","89.1","88.60","0","8","0","-0.5","5.93","112","154","103","154","299","326","307"
"7",459964,"Matt Joyce","1048","0.7","1.000","3.000","null","4.000","1.993","0.911","0.486","7","7","101.0","34.0","2304","92.3","91.69","0","7","0","-0.6","5.95","124","168","128","153","291","316","296"
"7",466320,"Melky Cabrera","1359","0.5","1.000","3.000","null","4.000","1.993","1.012","0.616","7","7","100.6","27.3","2518","85.1","85.18","0","7","0","0.1","6.12","118","151","119","152","304","319","294"
"7",592743,"Andrelton Simmons","1389","0.5","1.000","3.000","null","4.000","1.993","0.890","0.521","7","7","99.6","28.2","2475","85.7","85.22","0","7","0","-0.5","5.95","106","153","110","146","302","322","295"
"7",592325,"Ben Gamel","1514","0.5","1.000","3.000","null","4.000","1.993","1.149","0.687","7","7","99.7","25.1","1882","88.3","88.68","0","7","0","0.4","6.33","122","149","114","152","293","317","298"
"7",622666,"Johan Camargo","894","0.8","1.000","3.000","null","4.000","1.993","1.045","0.663","7","7","102.9","24.7","2188","89.3","88.91","0","7","0","-0.4","5.93","112","150","109","151","303","325","297"
"7",656541,"Sam Hilliard","383","1.8","1.000","3.000","null","4.000","1.993","1.175","0.646","7","7","102.5","30.2","2178","92.6","93.36","0","7","0","0.8","6.23","116","158","139","148","307","334","315"
"7",592387,"Ryon Healy","708","1.0","1.000","3.000","null","4.000","1.993","1.415","0.786","7","7","102.7","25.5","2237","86.9","86.55","0","7","0","-0.3","5.95","95","151","114","142","304","322","289"
"7",502481,"Jarrod Dyson","1700","0.4","1.000","3.000","null","4.000","1.993","1.105","0.667","7","7","101.3","26.1","2317","86.8","86.43","0","7","0","-0.4","6.01","106","149","92","149","284","319","298"
"7",641487,"J.P. Crawford","1716","0.4","1.000","3.000","null","4.000","1.993","1.084","0.653","7","7","101.6","24.7","2143","89.5","89.14","0","7","0","-0.4","5.97","120","153","121","153","287","312","297"
"7",641477,"Ryan Cordell","982","0.7","1.000","3.000","null","4.000","1.993","1.528","0.852","7","7","106.2","24.6","2189","89.9","89.95","0","7","0","0.1","6.09","103","147","107","145","302","324","284"
"7",457763,"Buster Posey","1765","0.4","1.000","3.000","null","4.000","1.993","1.463","0.809","7","7","103.4","27.6","2203","92.2","91.78","0","7","0","-0.4","5.95","96","143","115","139","308","322","290"
"7",431145,"Russell Martin","1091","0.6","1.000","3.000","null","4.000","1.993","1.573","0.832","7","7","104.0","29.5","2321","93.4","93.39","0","7","0","0.0","6.00","108","150","118","145","313","326","302"
"7",543768,"Travis Shaw","1181","0.6","1.000","3.000","null","4.000","1.993","1.785","0.949","7","7","108.2","27.1","2054","93.2","92.74","0","7","0","-0.5","6.04","129","166","129","156","300","325","304"
"7",664034,"Ty France","801","0.9","1.000","3.000","null","4.000","1.985","1.245","0.677","7","7","102.2","29.4","2321","87.7","87.01","0","7","0","-0.7","5.79","107","149","117","147","303","322","299"
"7",640447,"Phillip Ervin","1088","0.6","1.000","3.000","null","4.000","1.993","1.188","0.644","7","7","101.7","29.1","2242","88.1","87.74","0","7","0","-0.4","5.93","114","153","110","147","302","318","289"
"7",523253,"Logan Forsythe","1665","0.4","1.000","3.000","null","4.000","1.993","1.429","0.760","7","7","102.6","28.6","2283","92.3","92.01","0","7","0","-0.3","6.02","110","153","115","147","301","320","291"
"7",650859,"Luis Rengifo","1669","0.4","1.000","3.000","null","4.000","1.993","1.596","0.884","7","7","105.1","25.9","2288","92.4","92.02","0","7","0","-0.4","6.07","114","148","113","149","291","320","291"
"7",663993,"Nate Lowe","700","1.0","1.000","3.000","null","4.000","1.993","1.509","0.853","7","7","104.7","23.8","2228","88.6","88.10","0","7","0","-0.5","6.00","100","149","130","151","293","328","309"
"7",605233,"Derek Fisher","669","1.0","1.000","3.000","null","4.000","1.993","1.411","0.802","7","7","103.9","24.9","2362","89.8","89.28","0","7","0","-0.5","6.03","111","156","108","151","288","331","305"
"7",444489,"Manny Pina","747","0.9","1.000","3.000","null","4.000","1.985","1.506","0.817","7","7","103.5","26.3","2156","90.1","90.24","0","7","0","0.1","6.16","111","151","119","147","304","321","291"
"6",621006,"Richie Martin","1229","0.5","1.000","3.000","null","4.000","1.993","1.111","0.636","6","6","100.2","28.0","2129","87.8","88.00","0","6","0","0.2","6.30","107","151","105","147","294","314","285"
"6",543257,"Robbie Grossman","1913","0.3","1.000","3.000","null","4.000","1.993","1.157","0.643","6","6","100.4","28.7","2359","89.8","88.99","0","6","0","-0.8","5.75","98","145","110","150","289","322","299"
"6",607732,"Jacob Stallings","738","0.8","1.000","3.000","null","4.000","1.984","1.510","0.828","6","6","103.3","27.5","2295","87.2","86.57","0","6","0","-0.6","5.86","115","154","119","150","305","326","295"
"6",605196,"Kevin Cron","311","1.9","1.000","3.000","null","4.000","1.993","1.423","0.746","6","6","104.2","28.3","2264","91.0","90.85","0","6","0","-0.1","6.03","106","141","118","139","311","327","303"
"6",570256,"Gregory Polanco","679","0.9","1.000","3.000","null","4.000","1.993","1.390","0.783","6","6","103.8","25.8","1933","84.7","84.52","0","6","0","-0.2","6.08","121","147","120","153","302","330","309"
"6",670712,"Michael Brosseau","606","1.0","1.000","3.000","null","4.000","1.993","0.937","0.506","6","6","98.3","29.4","2315","86.6","85.43","0","6","0","-1.2","5.62","106","153","121","147","307","333","303"
"6",605480,"Mallex Smith","2242","0.3","1.000","3.000","null","4.000","1.993","1.250","0.689","6","6","99.9","28.5","2126","90.6","89.76","0","6","0","-0.8","5.71","98","144","86","147","273","308","293"
"6",545121,"Ildemaro Vargas","774","0.8","1.000","3.000","null","4.000","1.993","1.158","0.644","6","6","101.4","29.3","2232","89.5","88.82","0","6","0","-0.7","5.86","104","154","116","150","298","320","288"
"6",493596,"Gordon Beckham","987","0.6","1.000","3.000","null","4.000","1.993","1.205","0.687","6","6","101.9","29.0","2268","89.3","89.08","0","6","0","-0.2","6.06","107","145","111","142","295","315","278"
"6",542979,"Keon Broxton","970","0.6","1.000","3.000","null","4.000","1.984","1.570","0.847","6","6","103.6","26.0","2001","87.7","87.21","0","6","0","-0.5","5.80","96","147","100","143","307","327","297"
"6",571875,"Jake Lamb","940","0.6","1.000","3.000","null","4.000","1.993","1.201","0.666","6","6","101.0","27.1","2349","88.6","88.43","0","6","0","-0.2","6.02","101","152","123","150","302","331","308"
"6",455104,"Chris Iannetta","672","0.9","1.000","3.000","null","4.000","1.993","1.239","0.693","6","6","104.5","29.3","2384","87.9","87.99","0","6","0","0.1","6.13","105","153","122","146","316","334","302"
"6",664058,"David Fletcher","2629","0.2","1.000","3.000","null","4.000","1.993","0.879","0.538","6","6","98.0","25.2","2344","88.0","86.68","0","6","0","-1.3","5.62","109","157","108","147","297","321","280"
"6",608475,"Dawel Lugo","1013","0.6","1.000","3.000","null","4.000","1.993","1.200","0.694","6","6","102.0","25.8","2495","85.3","84.69","0","6","0","-0.6","5.83","108","153","121","150","302","318","287"
"6",595375,"JT Riddle","482","1.2","1.000","3.000","null","4.000","1.984","1.344","0.749","6","6","102.3","27.4","2220","85.8","85.45","0","6","0","-0.4","6.08","111","148","101","154","298","323","295"
"6",543105,"Alex Dickerson","718","0.8","1.000","3.000","null","4.000","1.993","1.566","0.863","6","6","107.8","24.7","2169","92.8","92.61","0","6","0","-0.2","6.04","124","148","113","153","295","325","303"
"6",607752,"Sam Travis","625","1.0","1.000","3.000","null","4.000","1.993","1.531","0.835","6","6","104.9","25.1","2132","87.3","87.06","0","6","0","-0.2","5.98","104","153","117","146","293","328","302"
"6",641553,"Adam Engel","970","0.6","1.000","3.000","null","4.000","1.993","1.400","0.804","6","6","103.5","24.3","2286","89.3","89.15","0","6","0","-0.2","6.05","100","149","98","142","305","322","292"
"6",542932,"Jon Berti","1171","0.5","1.000","3.000","null","4.000","1.993","1.646","0.889","6","6","104.6","26.7","2018","89.1","88.49","0","6","0","-0.6","5.86","115","155","108","146","314","320","289"
"6",621573,"Austin Dean","707","0.8","1.000","3.000","null","4.000","1.993","1.377","0.791","6","6","104.0","25.7","2141","90.9","90.65","0","6","0","-0.3","6.06","110","154","120","148","307","316","287"
"6",641786,"Kyle Lewis","305","2.0","1.000","3.000","null","4.000","1.993","1.655","0.867","6","6","105.7","31.3","2414","92.0","91.45","0","6","0","-0.5","5.95","105","152","119","145","300","319","289"
"6",606299,"Jose Peraza","1364","0.4","1.000","3.000","null","4.000","1.984","0.799","0.471","6","6","98.8","29.5","2280","91.9","92.03","0","6","0","0.1","6.12","105","149","109","145","300","317","282"
"6",663757,"Trent Grisham","773","0.8","1.000","3.000","null","4.000","1.975","1.385","0.780","6","6","102.5","27.6","2160","91.6","91.86","0","6","0","0.3","6.42","109","143","106","150","299","324","307"
"5",500743,"Miguel Rojas","1867","0.3","1.000","3.000","null","4.000","1.993","1.296","0.788","5","5","102.3","23.7","2061","88.5","88.40","0","5","0","-0.1","6.12","113","145","115","143","308","317","286"
"5",501571,"Juan Lagares","1092","0.5","1.000","3.000","null","4.000","1.993","0.998","0.634","5","5","101.4","25.8","2207","90.7","89.72","0","5","0","-1.0","5.72","103","153","108","151","305","319","286"
"5",656514,"Adam Haseley","976","0.5","1.000","3.000","null","4.000","1.993","1.280","0.699","5","5","101.8","30.7","2255","93.1","93.67","0","5","0","0.6","6.41","117","145","127","154","286","318","299"
"5",607345,"Kevan Smith","797","0.6","1.000","3.000","null","4.000","1.993","1.171","0.629","5","5","101.0","31.2","2219","92.3","92.04","0","5","0","-0.3","6.06","109","153","121","149","296","316","287"
"5",518586,"Charlie Culberson","557","0.9","1.000","3.000","null","4.000","1.993","1.246","0.735","5","5","102.6","24.9","2131","89.5","89.22","0","5","0","-0.3","5.93","100","147","115","146","308","317","286"
"5",656371,"Isan Diaz","820","0.6","1.000","3.000","null","4.000","1.982","1.265","0.674","5","5","101.9","30.5","2234","90.7","90.81","0","5","0","0.1","6.42","115","151","107","154","295","313","297"
"5",596103,"Austin Slater","803","0.6","1.000","3.000","null","4.000","1.993","1.160","0.626","5","5","100.4","30.8","2249","87.3","87.07","0","5","0","-0.2","6.05","109","146","113","147","304","317","288"
"5",605612,"Harold Castro","1306","0.4","1.000","3.000","null","4.000","1.982","0.978","0.550","5","5","99.4","30.1","2026","89.5","89.30","0","5","0","-0.2","6.05","107","147","99","149","280","312","293"
"5",628338,"Guillermo Heredia","918","0.5","1.000","3.000","null","4.000","1.993","1.061","0.579","5","5","101.5","30.5","2252","88.7","88.22","0","5","0","-0.5","5.88","105","151","110","147","301","316","275"
"5",606988,"Grayson Greiner","865","0.6","1.000","3.000","null","4.000","1.993","0.958","0.518","5","5","100.2","30.8","2295","92.3","92.08","0","5","0","-0.2","6.03","109","150","118","151","299","320","284"
"5",669256,"Nick Solak","550","0.9","1.000","3.000","null","4.000","1.993","1.283","0.733","5","5","102.6","27.9","2326","89.3","89.39","0","5","0","0.1","6.30","109","150","116","147","305","320","293"
"5",605131,"Austin Barnes","940","0.5","1.000","3.000","null","4.000","1.993","1.106","0.673","5","5","101.4","24.9","2176","83.0","82.60","0","5","0","-0.4","5.64","111","150","120","147","304","322","292"
"5",641933,"Tyler O'Neill","614","0.8","1.000","3.000","null","4.000","1.993","1.727","0.900","5","5","104.2","29.7","2522","91.7","91.28","0","5","0","-0.4","5.81","94","151","123","146","321","334","310"
"5",542255,"Ender Inciarte","902","0.6","1.000","3.000","null","4.000","1.993","0.812","0.455","5","5","98.6","31.9","2191","87.4","87.02","0","5","0","-0.4","5.95","109","149","109","153","283","318","299"
"5",501303,"Ehire Adrianza","870","0.6","1.000","3.000","null","4.000","1.993","1.503","0.786","5","5","103.2","29.9","2354","91.5","91.03","0","5","0","-0.5","5.91","104","148","113","149","286","319","293"
"5",624512,"Reese McGuire","368","1.4","1.000","3.000","null","4.000","1.993","0.822","0.495","5","5","97.7","26.3","2039","88.1","87.29","0","5","0","-0.8","5.86","114","157","113","150","285","317","303"
"5",596825,"Robel Garcia","330","1.5","1.000","3.000","null","4.000","1.993","1.328","0.693","5","5","103.5","30.9","2282","94.8","95.11","0","5","0","0.3","6.20","114","152","104","151","295","326","301"
"5",506702,"Sandy Leon","758","0.7","1.000","3.000","null","4.000","1.993","0.644","0.376","5","5","96.5","29.8","2046","76.7","75.31","0","5","0","-1.4","5.22","112","151","124","148","274","315","295"
"5",643418,"Shed Long","662","0.8","1.000","3.000","null","4.000","1.993","0.871","0.475","5","5","99.7","31.6","2348","88.5","88.34","0","5","0","-0.2","6.14","109","145","103","148","283","306","290"
"5",605412,"Joe Panik","1877","0.3","1.000","3.000","null","4.000","1.993","1.099","0.639","5","5","100.0","27.1","2365","87.9","87.04","0","5","0","-0.9","5.70","119","160","104","154","280","319","307"
"4",621453,"Steven Duggar","1132","0.4","1.000","3.000","null","4.000","1.993","1.421","0.785","4","4","102.2","28.1","1999","85.9","86.08","0","4","0","0.2","6.16","103","149","115","137","290","310","306"
"4",571974,"John Ryan Murphy","269","1.5","1.000","3.000","null","4.000","1.993","1.583","0.843","4","4","105.0","27.7","2381","91.8","91.39","0","4","0","-0.4","6.04","107","154","112","149","302","323","298"
