"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1",543281,"Josh Harrison","541","0.2","1.000","3.000","null","4.000","1.993","1.871","0.965","1","1","105.0","25.6","1995","90.0","88.81","0","1","0","-1.2","5.85","103","153","91","150","302","328","286"
"1",642721,"Kelvin Gutierrez","314","0.3","1.000","3.000","null","4.000","1.993","0.437","0.252","1","1","96.9","32.8","2364","96.3","96.79","0","1","0","0.5","6.61","86","150","108","145","289","310","281"
"1",641645,"Luis Guillorme","303","0.3","1.000","3.000","null","4.000","1.993","1.716","0.908","1","1","103.4","25.8","2176","93.8","93.32","0","1","0","-0.5","6.22","130","151","119","151","262","311","301"
"1",596133,"Luke Weaver","72","1.4","1.000","3.000","null","4.000","1.993","0.737","0.440","1","1","97.3","26.6","2272","95.3","95.46","0","1","0","0.2","6.06","110","153","114","145","284","306","273"
"1",622110,"Matt Duffy","696","0.1","1.000","3.000","null","4.000","1.993","0.446","0.255","1","1","96.9","34.4","2068","89.3","89.83","0","1","0","0.5","6.45","110","155","116","147","328","330","277"
"1",461314,"Matt Kemp","231","0.4","1.000","3.000","null","4.000","1.993","1.281","0.712","1","1","100.4","26.6","2191","91.1","90.66","0","1","0","-0.4","6.10","106","146","116","136","293","304","280"
"1",621559,"Max Moroff","139","0.7","1.000","3.000","null","4.000","1.993","1.532","0.905","1","1","105.1","21.8","2536","80.9","79.59","0","1","0","-1.3","5.62","118","148","143","156","274","315","299"
"1",545358,"Max Stassi","557","0.2","1.000","3.000","null","4.000","1.993","1.061","0.548","1","1","101.3","34.4","2265","93.2","93.13","0","1","0","-0.1","6.44","99","153","113","148","296","322","301"
"1",650619,"Meibrys Viloria","594","0.2","1.000","3.000","null","4.000","1.993","0.071","0.032","1","1","93.1","38.5","2126","96.8","97.03","0","1","0","0.2","6.34","120","176","152","155","263","318","306"
"1",547179,"Michael Lorenzen","219","0.5","1.000","3.000","null","4.000","1.993","1.223","0.680","1","1","100.7","30.7","2270","87.2","87.45","0","1","0","0.2","6.36","86","148","98","147","298","326","288"
"1",605361,"Nick Martini","468","0.2","1.000","3.000","null","4.000","1.993","0.338","0.180","1","1","99.4","38.1","2298","80.3","81.42","0","1","0","1.1","6.99","127","143","110","156","295","322","304"
"1",547170,"Nicky Delmonico","294","0.3","1.000","3.000","null","4.000","1.993","1.041","0.548","1","1","98.7","30.0","2535","83.3","84.34","0","1","0","1.0","6.41","85","134","89","144","290","324","290"
"1",546318,"Odubel Herrera","533","0.2","1.000","3.000","null","4.000","1.993","0.693","0.390","1","1","97.1","31.5","2256","89.0","88.78","0","1","0","-0.2","6.02","85","139","91","144","281","326","297"
"1",642162,"Pat Valaika","322","0.3","1.000","3.000","null","4.000","1.993","1.061","0.548","1","1","101.1","33.7","1599","78.8","79.96","0","1","0","1.2","6.56","99","146","109","151","308","326","297"
"1",598284,"Peter O'Brien","197","0.5","1.000","3.000","null","4.000","1.993","1.520","0.790","1","1","104.3","32.8","2419","94.3","93.35","0","1","0","-1.0","5.74","111","155","106","148","295","331","303"
"1",434658,"Rajai Davis","101","1.0","1.000","3.000","null","4.000","1.993","1.481","0.875","1","1","103.8","22.8","2250","93.9","93.65","0","1","0","-0.2","6.23","118","154","119","148","298","322","289"
"1",668227,"Randy Arozarena","119","0.8","1.000","3.000","null","4.000","1.993","1.537","0.870","1","1","103.2","24.0","2350","92.2","92.31","0","1","0","0.1","6.29","117","154","121","151","308","327","287"
"1",425784,"Rene Rivera","87","1.1","1.000","3.000","null","4.000","1.993","0.270","0.142","1","1","97.0","37.6","2408","83.7","83.07","0","1","0","-0.6","5.63","115","151","115","153","296","302","285"
"1",606956,"Ryan Court","110","0.9","1.000","3.000","null","4.000","1.993","1.409","0.910","1","1","105.8","21.0","2488","97.3","97.48","0","1","0","0.2","6.55","106","156","125","149","292","320","294"
"1",544931,"Stephen Strasburg","356","0.3","1.000","3.000","null","4.000","1.993","1.819","0.965","1","1","104.7","24.9","2164","92.3","93.05","0","1","0","0.7","6.47","120","156","116","153","304","312","281"
"1",643230,"Steven Brault","150","0.7","1.000","3.000","null","4.000","1.993","1.562","0.865","1","1","102.5","27.1","2145","95.0","94.26","0","1","0","-0.7","5.36","125","149","123","151","303","334","310"
"1",571927,"Steven Matz","188","0.5","1.000","3.000","null","4.000","1.993","1.588","0.880","1","1","102.5","24.6","1737","78.7","79.80","0","1","0","1.1","6.81","119","155","105","150","282","300","276"
"1",456665,"Steve Pearce","441","0.2","1.000","3.000","null","4.000","1.993","0.877","0.445","1","1","100.1","33.9","null","74.7","73.85","0","1","0","-0.8","6.19","88","153","118","146","322","326","296"
"1",543699,"Tanner Roark","116","0.9","1.000","3.000","null","4.000","1.993","1.418","0.762","1","1","100.6","28.5","1863","92.7","94.13","0","1","0","1.4","6.90","124","149","109","150","291","298","273"
"1",664199,"Taylor Clarke","91","1.1","1.000","3.000","null","4.000","1.993","0.871","0.620","1","1","101.7","21.4","2291","91.4","92.29","0","1","0","0.9","6.37","129","154","113","145","298","323","285"
"1",543089,"Taylor Davis","88","1.1","1.000","3.000","null","4.000","1.993","1.806","0.952","1","1","103.9","27.3","2022","89.8","90.93","0","1","0","1.1","6.57","110","141","109","140","294","322","275"
"1",621493,"Taylor Ward","207","0.5","1.000","3.000","null","4.000","1.993","0.847","0.590","1","1","99.3","23.3","2556","87.4","86.31","0","1","0","-1.1","5.24","116","156","119","149","295","330","295"
"1",641796,"Tim Locastro","983","0.1","1.000","3.000","null","4.000","1.993","1.030","0.672","1","1","99.7","23.9","1468","83.7","82.73","0","1","0","-1.0","5.67","91","153","89","151","286","326","279"
"1",621005,"Tim Lopes","515","0.2","1.000","3.000","null","4.000","1.993","1.633","0.852","1","1","103.7","31.9","2521","95.1","94.06","0","1","0","-1.0","5.74","115","153","111","150","299","314","287"
"1",547172,"Tony Wolters","1546","0.1","1.000","3.000","null","4.000","1.993","0.283","0.178","1","1","93.3","31.1","2080","91.8","91.38","0","1","0","-0.4","5.84","122","149","119","152","280","312","291"
"1",453064,"Troy Tulowitzki","61","1.6","1.000","3.000","null","4.000","1.993","0.600","0.370","1","1","98.2","32.1","1921","87.3","87.43","0","1","0","0.1","6.20","114","159","125","150","301","335","268"
"1",623168,"Tyler Heineman","47","2.1","1.000","3.000","null","4.000","1.993","0.559","0.428","1","1","97.3","22.6","2260","96.6","97.99","0","1","0","1.4","7.00","117","150","110","146","279","306","289"
"1",592826,"Vince Velasquez","135","0.7","1.000","3.000","null","4.000","1.993","0.226","0.128","1","1","95.5","34.7","2295","78.3","77.50","0","1","0","-0.8","5.58","114","152","107","149","298","315","277"
"1",621111,"Walker Buehler","299","0.3","1.000","3.000","null","4.000","1.993","1.631","0.892","1","1","104.5","24.2","2113","91.8","92.91","0","1","0","1.1","6.65","126","150","107","149","301","305","265"
"1",650489,"Willi Castro","424","0.2","1.000","3.000","null","4.000","1.993","0.820","0.592","1","1","99.7","22.0","2176","90.9","89.97","0","1","0","-0.9","5.52","95","156","106","148","298","312","293"
"1",500208,"Yangervis Solarte","311","0.3","1.000","3.000","null","4.000","1.993","0.436","0.282","1","1","95.9","31.6","2458","83.2","82.13","0","1","0","-1.1","5.18","87","139","108","151","295","327","309"
"1",644374,"Yu Chang","336","0.3","1.000","3.000","null","4.000","1.993","1.897","0.978","1","1","105.6","25.7","2276","94.3","95.02","0","1","0","0.7","6.46","120","151","121","149","301","311","278"
"1",571437,"Aaron Altherr","268","0.4","1.000","3.000","null","4.000","1.993","1.922","0.998","1","1","111.9","24.1","2368","94.3","92.19","0","1","0","-2.1","6.12","112","154","118","149","301","334","303"
